income,loan_amount,employment_status_Unemployed
-0.07434841483163378,0.7220922929558082,0
0.4982968830739202,-0.6140814740078268,0
0.24067582653432718,0.6849664957862825,1
-1.6239570950719417,-0.18134942898788736,1
0.4675154651235491,-1.2101528293281074,1
-1.0474294561636381,-0.26184781137840757,0
-0.07878537597763323,-1.366464503070546,1
-0.6303551084396899,0.5043065458886865,0
-1.2653951724608612,-1.555713786538912,0
-1.5701589411766983,1.5120270365551989,0
1.26616847140345,-0.86437891343373,1
0.11533167415984272,0.7295458468808564,1
-0.451767422313212,-1.6042683663935116,0
-0.7498757493100501,-1.5002735425821252,1
0.49912881328879516,-0.5733353792175634,0
-1.5937302972648204,-1.400324933758622,1
0.24844050853982622,0.5122570034087379,0
-1.751519728019426,-0.5476383647331117,0
0.2922554998565708,0.3430968224240733,0
0.6358426785999032,1.0199505050463045,0
1.1821435197010854,1.2275852215297893,1
-0.4953051035583316,-0.49624433576420807,1
1.7068141752155204,0.6178135242329915,1
-1.5443691045155765,1.3370459848862108,1
0.9406064473157404,1.3182346345039464,1
-0.07795344576275832,-0.8164632096298489,0
-0.40795243099646744,-0.9853394457030831,0
0.6192040743024053,-0.3650617866833603,1
-0.6519852940264372,1.716751317696522,1
1.3765378799101864,0.6072365762822088,0
-0.4309691669413396,0.30724877735598444,1
-1.3430419925158514,0.3130696480403078,1
-1.5798647936835721,-0.6627070400902838,0
-1.6597300943115623,-1.2925678398707827,1
1.1261268852328425,-0.9846295834245071,0
-0.6442206120209382,0.5339078029053064,0
1.356571554753189,-0.8293117168720747,1
1.6513521608905273,-0.4796335584455293,0
-0.06519718246800991,1.5648407900812544,0
0.006626126082856189,-1.318903730405953,0
0.9755475163404861,-1.509572738431471,0
-0.9096063505660302,-0.45223287449249505,0
-1.3050505127032312,1.4913700442486368,1
-0.3255913397238526,-1.026156526721204,1
1.2803112850563234,0.4015184879508794,0
-1.669435946818436,0.5604566521240494,0
0.7805985359881352,0.6226405877273083,0
1.2930675483510718,0.38320404116361817,0
0.5035657744347946,1.385671550968668,0
0.13862572017633984,1.2486681312034968,1
-1.5255120196450789,0.16861267435008853,1
0.7276323123077668,-0.576245814559725,0
0.629464546952529,1.1416208995942336,1
0.12420559645184162,0.6374767093495471,0
1.1876897211335848,0.12140683282478347,1
-0.4470531510955876,-1.4471758441446392,0
1.009102035007107,0.4066294963566267,1
0.20739861793933131,-0.1696367013913831,0
-1.7379315345098025,0.41607066466168774,1
0.5620781995476624,-1.5772935998076227,1
-0.8352872513705395,-1.5699110321104324,1
-1.1356140589403771,0.8553334426445264,1
-0.06519718246800991,-0.39778643772571465,1
-1.6258982655733165,-1.0088358871239491,1
1.0947908471392214,-0.9515500012428647,0
0.8995645567152455,-0.8045375233497718,1
0.33052428974081605,0.1582486850828787,1
-0.39325499720034424,0.5214852130302261,1
-1.0504798669515127,1.7146217308607938,1
0.07040744255659828,-0.26603599882200607,0
0.2695160739833236,1.3596905915727857,1
-0.31477624693047895,-1.3106693279744712,0
-0.7202035716461788,-1.6272679042193743,1
0.4583642327599252,-1.197375308313739,0
-1.6930073029065582,0.9114125626520317,0
0.07734019434722242,-0.6535498166966532,0
-0.3505492461700995,1.224248868820482,0
-1.2312860336509903,-1.3879733301113995,1
1.0598497781144756,-0.5464315988595324,0
0.11838208494771733,-1.3297646232681661,1
0.7631280014757624,-0.5208055706029382,1
-0.09209625941563157,-0.279594368342808,1
-0.6162122947868166,-0.6465221801387506,0
1.6042094487142833,-0.07969715069580187,0
-0.8924131261252823,-0.3735801340262725,1
-0.07129800404375915,1.0495517620629244,0
-0.9753288375411471,-0.5402557970359211,0
1.5298903495187923,-0.3109702810558679,0
-1.2368322350834897,-1.4221886919387634,1
-0.6600272861035612,-1.0905410353880487,0
1.736486352879392,-0.31416466130945997,1
1.169109946334712,0.9428594615929492,1
1.6668815249015254,1.1901044932209757,0
-0.338624913090226,1.3143303919717784,1
0.2445581675370767,-0.36264825493620184,0
-0.034970384660888656,-0.7226904026299572,1
-0.9875304806926456,1.3290955273661595,1
0.9697240048363618,-1.2170384934302947,1
-1.2800926062569844,-0.7674827124081037,0
1.5847977437005356,-0.03518878582908566,0
-1.7717633632480485,0.08520385661740666,0
0.3823812731346846,1.5906087907935638,1
1.1743788376955864,0.31988432591463756,1
-0.14866751402712455,-1.4150190829251457,0
-1.2143701192818674,-0.2624157012012684,1
-1.1178662143563793,0.8231056951971752,1
0.21904564094757986,-1.536121587650214,0
0.22653301288145394,0.2635212609957019,0
-0.44122963959146333,0.97835257552175,0
-0.9905808914805202,-0.7453350093165321,1
-1.0360597432270147,0.46483820319986,1
0.3704569400548111,0.7118702761443136,0
0.7811531561313853,-0.26617797127772125,1
0.05792848933347483,-1.07925422515869,1
-0.9345642570122772,1.411510537908835,0
1.7148561672926446,1.612685507657278,0
-0.2568184419608612,-1.670782461896084,1
0.13363413888709044,-1.2450780534340473,0
0.8077749230073819,-1.0035119200346292,0
-0.9295726757230278,0.7241508935636787,0
0.6754980188422733,1.3851746473736648,1
0.2864319883524465,-1.1429288715469585,0
0.7109937080102688,-0.47452255003978194,1
-0.14783558381224968,-0.9210969094919537,0
1.332722888593442,1.4287601912782322,1
0.9164804710843685,-1.6949887655955262,0
-0.2626419534649854,-1.0540541142692414,1
-0.9833708296182712,0.041121409117836065,0
-0.057987120605760806,1.179172614130905,0
-0.20274297799399285,0.5533580293382893,0
-0.1395162816635007,0.5632251150104959,0
0.18576843235258397,-0.9755433462587341,0
0.686035801564022,1.5069160281494516,0
-1.3971174564827198,-1.353828954511893,0
-0.2995241929911059,-0.9708582552201324,1
1.2215215498718306,-0.3735091477984149,1
1.2048829455743326,-0.5235030472615271,0
-0.9858666202628958,0.78626384293908,0
-1.6991081244823074,-1.019554807530447,1
0.863791557475625,-1.053060307079235,0
1.3915126237779345,-0.35015467883326395,1
1.3435379813868156,1.6723139390576633,1
-1.4301173550060908,-0.9061898016418573,1
-0.28732254983960737,-1.6537457672102598,1
-1.614805862708318,1.1675308727622582,1
-0.9026735987754061,-0.9396243149627876,0
0.24344892725057685,-0.7553440674444539,0
0.47250704641279845,-1.4738666658190973,0
0.9777659969134859,0.6955434437370652,1
-0.6824894019051834,1.1042821437411352,0
1.6252850141577806,-0.7189281325535043,0
-0.6955229752715568,1.1093221659190249,0
-1.3411008220144767,-0.30522039659940214,1
-0.8419426930895386,-0.9225876202769633,0
